"SKU";"Name";"Category";"Brand";"Seller";"Color";"Balance";"Balance FBS";"Comments";"Final price";"Max price";"Min price";"Average price";"Median price";"Sales";"Revenue";"Revenue potential";"Revenue average";"Lost profit";"Lost profit percent";"URL";"Thumb";"Days in stock";"Days with sales";"Average if in stock";"Rating";"Basic Sale";"Basic Sale Price";"Promo Sale";"Base price";"SPP";"SPP Price";"FBS";"Subject ID";"Category Position";"Categories Last Count";"Sales Per Day Average";"Country";"Gender";"First Date";"First Comment Date";"Pics Count";"Has 3D";"Hax Video";"Comments Valuation";"Card Rating";"Subject";"Purchase";"Purchase After Return";"Turnover";"Turnover days";"26.07.2023 Sales";"27.07.2023 Sales";"28.07.2023 Sales";"29.07.2023 Sales";"30.07.2023 Sales";"31.07.2023 Sales";"01.08.2023 Sales";"02.08.2023 Sales";"03.08.2023 Sales";"04.08.2023 Sales";"05.08.2023 Sales";"06.08.2023 Sales";"07.08.2023 Sales";"08.08.2023 Sales";"09.08.2023 Sales";"10.08.2023 Sales";"11.08.2023 Sales";"12.08.2023 Sales";"13.08.2023 Sales";"14.08.2023 Sales";"15.08.2023 Sales";"16.08.2023 Sales";"17.08.2023 Sales";"18.08.2023 Sales";"19.08.2023 Sales";"20.08.2023 Sales";"21.08.2023 Sales";"22.08.2023 Sales";"23.08.2023 Sales";"24.08.2023 Sales";"26.07.2023 Revenue";"27.07.2023 Revenue";"28.07.2023 Revenue";"29.07.2023 Revenue";"30.07.2023 Revenue";"31.07.2023 Revenue";"01.08.2023 Revenue";"02.08.2023 Revenue";"03.08.2023 Revenue";"04.08.2023 Revenue";"05.08.2023 Revenue";"06.08.2023 Revenue";"07.08.2023 Revenue";"08.08.2023 Revenue";"09.08.2023 Revenue";"10.08.2023 Revenue";"11.08.2023 Revenue";"12.08.2023 Revenue";"13.08.2023 Revenue";"14.08.2023 Revenue";"15.08.2023 Revenue";"16.08.2023 Revenue";"17.08.2023 Revenue";"18.08.2023 Revenue";"19.08.2023 Revenue";"20.08.2023 Revenue";"21.08.2023 Revenue";"22.08.2023 Revenue";"23.08.2023 Revenue";"24.08.2023 Revenue";"26.07.2023 Stocks";"27.07.2023 Stocks";"28.07.2023 Stocks";"29.07.2023 Stocks";"30.07.2023 Stocks";"31.07.2023 Stocks";"01.08.2023 Stocks";"02.08.2023 Stocks";"03.08.2023 Stocks";"04.08.2023 Stocks";"05.08.2023 Stocks";"06.08.2023 Stocks";"07.08.2023 Stocks";"08.08.2023 Stocks";"09.08.2023 Stocks";"10.08.2023 Stocks";"11.08.2023 Stocks";"12.08.2023 Stocks";"13.08.2023 Stocks";"14.08.2023 Stocks";"15.08.2023 Stocks";"16.08.2023 Stocks";"17.08.2023 Stocks";"18.08.2023 Stocks";"19.08.2023 Stocks";"20.08.2023 Stocks";"21.08.2023 Stocks";"22.08.2023 Stocks";"23.08.2023 Stocks";"24.08.2023 Stocks";"26.07.2023 Price";"27.07.2023 Price";"28.07.2023 Price";"29.07.2023 Price";"30.07.2023 Price";"31.07.2023 Price";"01.08.2023 Price";"02.08.2023 Price";"03.08.2023 Price";"04.08.2023 Price";"05.08.2023 Price";"06.08.2023 Price";"07.08.2023 Price";"08.08.2023 Price";"09.08.2023 Price";"10.08.2023 Price";"11.08.2023 Price";"12.08.2023 Price";"13.08.2023 Price";"14.08.2023 Price";"15.08.2023 Price";"16.08.2023 Price";"17.08.2023 Price";"18.08.2023 Price";"19.08.2023 Price";"20.08.2023 Price";"21.08.2023 Price";"22.08.2023 Price";"23.08.2023 Price";"24.08.2023 Price";"26.07.2023 Queries";"27.07.2023 Queries";"28.07.2023 Queries";"29.07.2023 Queries";"30.07.2023 Queries";"31.07.2023 Queries";"01.08.2023 Queries";"02.08.2023 Queries";"03.08.2023 Queries";"04.08.2023 Queries";"05.08.2023 Queries";"06.08.2023 Queries";"07.08.2023 Queries";"08.08.2023 Queries";"09.08.2023 Queries";"10.08.2023 Queries";"11.08.2023 Queries";"12.08.2023 Queries";"13.08.2023 Queries";"14.08.2023 Queries";"15.08.2023 Queries";"16.08.2023 Queries";"17.08.2023 Queries";"18.08.2023 Queries";"19.08.2023 Queries";"20.08.2023 Queries";"21.08.2023 Queries";"22.08.2023 Queries";"23.08.2023 Queries";"24.08.2023 Queries"
97759918;"Оплётка на руль универсальная";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"DorShop";"ИП Дорошенко В А";"оранжевый";0;0;25;1140;1140;732;"732";732;7;5124;"9607,5";"170,8";"4483,5";"46,6667";"https://www.wildberries.ru/catalog/97759918/detail.aspx";"https://basket-05.wb.ru/vol977/part97759/97759918/images/c246x328/1.jpg";16;6;"0,375";"5";5;1140;0;1200;16;957;0;766;-1;0;"0,2333";"Китай";"";"2022-10-20";"2022-12-26";5;0;1;"4,59";60;"Автомобильные товары / Оплетки на руль";92;91;"2";15;0;0;0;1;0;0;1;1;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;732;0;0;732;732;0;732;1464;0;0;0;0;0;732;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;6;6;6;5;4;4;3;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;1140;1140;1140;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114748209;"Оплётка на руль ""Ford Focus 3"" для резинового руля";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"КАУЧУКРФ";"ИП Уточкина Яна Олеговна";"черный";1;94;16;1500;1500;1500;"1500";1500;3;4500;"13500";"150";"9000";"66,6667";"https://www.wildberries.ru/catalog/114748209/detail.aspx";"https://basket-08.wb.ru/vol1147/part114748/114748209/images/c246x328/1.jpg";10;2;"0";"4";50;1500;0;3000;16;1260;1;766;4362;1;"0,1";"Россия";"";"2022-08-01";"2022-09-23";3;0;0;"3,9";50;"Автомобильные товары / Оплетки на руль";92;91;"6";5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;0;0;0;0;0;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;0;0;0;0;0;0;0;0;6;10;10;10;10;36;10;42;36;10;10;10;10;10;10;10;10;10;10;10;10;10
137140221;"Оплётка на руль меховая";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Autoboost";"ИП Валияхметов И А";"черный";44;0;51;400;525;400;"400";400;11;4400;"4400";"146,6667";"0";"0";"https://www.wildberries.ru/catalog/137140221/detail.aspx";"https://basket-10.wb.ru/vol1371/part137140/137140221/images/c246x328/1.jpg";30;10;"0,3667";"5";84;400;0;2500;16;336;0;766;128;1;"0,3667";"Китай";"";"2022-11-27";"2022-12-02";4;0;0;"4,59";56;"Автомобильные товары / Оплетки на руль";92;91;"0,28";106;0;1;0;0;1;0;0;0;1;1;0;0;0;2;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;400;0;0;400;0;0;0;400;400;0;0;0;800;0;0;0;0;0;400;400;400;0;0;400;0;0;0;0;400;34;33;33;33;32;32;32;32;31;30;30;30;30;28;28;28;28;28;28;27;26;25;25;25;24;24;24;31;45;44;525;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;17;33;31;18;32;61;61;61;61;64;64;66;64;98;97;78;103;103;102;102;101;100;101;100;102;99;98;99;104;101
134538066;"Оплётка на руль меховая";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Ирбис";"ИП Шадрин";"глубокий черный";5;0;23;783;783;607;"715,3333";729;6;4292;"4292";"143,0667";"0";"0";"https://www.wildberries.ru/catalog/134538066/detail.aspx";"https://basket-10.wb.ru/vol1345/part134538/134538066/images/c246x328/1.jpg";30;5;"0,2";"5";42;783;0;1350;15;665;0;766;-1;0;"0,2";"";"";"2022-11-22";"2022-12-08";4;0;0;"4,59";53;"Автомобильные товары / Оплетки на руль";92;91;"0,86";35;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1214;0;0;729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;783;783;783;0;0;9;9;9;7;7;7;6;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;7;6;5;5;5;607;607;607;607;607;607;729;729;729;729;729;729;729;729;729;729;729;729;729;729;783;783;783;783;783;783;783;783;783;783;21;24;23;23;23;20;21;20;34;33;34;34;34;34;33;33;33;33;33;33;33;33;33;33;33;33;30;32;14;14
133885272;"Оплётка на руль автомобиля из натуральной кожи";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"New Galaxy";"ООО Константа Торг";"черный";1;17;25;955;955;955;"955";955;4;3820;"8185,7143";"127,3333";"4365,7143";"53,3333";"https://www.wildberries.ru/catalog/133885272/detail.aspx";"https://basket-10.wb.ru/vol1338/part133885/133885272/images/c246x328/1.jpg";14;4;"0,2143";"5";51;955;0;1951;16;803;1;766;4177;1;"0,1333";"Китай";"";"2022-11-15";"2022-12-21";7;0;0;"4,59";50;"Автомобильные товары / Оплетки на руль";92;91;"2";15;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;955;0;0;0;0;955;955;0;0;0;955;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;955;38;39;40;38;40;40;38;35;29;29;34;27;25;25;34;33;36;41;44;52;50;49;56;51;50;51;52;55;53;59
97759911;"Оплётка на руль универсальная";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"DorShop";"ИП Дорошенко В А";"черный";6;0;25;1140;1140;768;"768";768;4;3072;"3072";"102,4";"0";"0";"https://www.wildberries.ru/catalog/97759911/detail.aspx";"https://basket-05.wb.ru/vol977/part97759/97759911/images/c246x328/1.jpg";30;3;"0,1333";"5";5;1140;0;1200;16;957;0;766;-1;0;"0,1333";"Китай";"";"2022-10-21";"2022-12-26";5;0;1;"4,59";60;"Автомобильные товары / Оплетки на руль";92;91;"0,5";60;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;768;0;0;0;0;0;0;1536;0;768;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;10;10;10;10;9;9;9;9;9;9;9;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;768;1140;1140;1140;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;4;4;4;2;0;0;0;0;0;0;0;0
66301188;"Оплётка на руль MITSUBISHI диаметр 37-38 см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"AUTOLIDER";"ИП Петухов А А";"";0;0;157;1360;1360;1360;"1360";1360;2;2720;"40800";"90,6667";"38080";"93,3333";"https://www.wildberries.ru/catalog/66301188/detail.aspx";"https://basket-04.wb.ru/vol663/part66301/66301188/images/c246x328/1.jpg";2;2;"0";"5";15;1360;0;1600;16;1142;1;766;-1;0;"0,0667";"Россия";"";"2022-05-16";"2022-06-16";1;0;0;"4,59";46;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1360;0;0;0;0;0;1360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;1360;10;10;10;10;10;10;10;10;10;11;11;11;11;11;21;0;12;12;12;12;9;0;0;0;0;0;0;0;0;0
144721400;"Оплётка на руль силиконовая универсальная";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"WerdjinAl";"ИП Ташматов";"серый";110;9;44;578;680;578;"680";680;4;2720;"2720";"90,6667";"0";"0";"https://www.wildberries.ru/catalog/144721400/detail.aspx";"https://basket-10.wb.ru/vol1447/part144721/144721400/images/c246x328/1.jpg";30;4;"0,1333";"5";66;578;0;1700;16;485;1;766;43;1;"0,1333";"Китай";"";"2023-02-03";"2023-02-09";8;0;1;"4,59";70;"Автомобильные товары / Оплетки на руль";92;91;"0,04";836;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;680;0;0;0;0;680;0;0;0;0;680;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;113;112;112;112;112;112;111;111;111;111;111;110;110;109;109;109;109;109;109;109;109;109;109;109;109;109;110;110;110;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;680;578;578;5;5;5;5;5;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;8;48;46
137140808;"Оплётка на руль меховая";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Autoboost";"ИП Валияхметов И А";"серый";6;0;51;400;525;400;"400";400;6;2400;"2400";"80";"0";"0";"https://www.wildberries.ru/catalog/137140808/detail.aspx";"https://basket-10.wb.ru/vol1371/part137140/137140808/images/c246x328/1.jpg";30;6;"0,2";"5";84;400;0;2500;16;336;0;766;154;1;"0,2";"";"";"2022-12-01";"2022-12-02";4;0;0;"4,59";56;"Автомобильные товары / Оплетки на руль";92;91;"0,67";45;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;400;0;0;400;400;0;0;0;0;400;0;0;400;0;0;0;0;0;0;12;11;11;11;11;11;11;11;11;11;11;10;10;10;9;8;8;8;8;8;7;7;7;6;6;6;6;6;6;6;525;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;400;12;33;31;18;18;18;18;18;18;39;34;66;82;62;38;68;82;88;88;88;85;83;105;105;105;101;104;104;105;99
66301126;"Оплётка на руль диаметр 37-38 см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"AUTOLIDER";"ИП Петухов А А";"";0;0;157;1125;1125;1125;"1125";1125;2;2250;"9642,8571";"75";"7392,8571";"76,6667";"https://www.wildberries.ru/catalog/66301126/detail.aspx";"https://basket-04.wb.ru/vol663/part66301/66301126/images/c246x328/1.jpg";7;2;"0";"5";10;1125;0;1250;16;945;1;766;-1;0;"0,0667";"Россия";"";"2022-03-01";"2022-06-16";1;0;0;"4,59";53;"Автомобильные товары / Оплетки на руль";92;91;"4";8;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1125;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;1125;8;10;8;8;8;8;0;0;3;7;6;7;7;3;7;7;5;7;7;7;7;7;7;8;7;11;11;3;0;0
97759913;"Оплётка на руль универсальная";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"DorShop";"ИП Дорошенко В А";"синий";14;0;25;1140;1140;684;"732";732;3;2196;"2196";"73,2";"0";"0";"https://www.wildberries.ru/catalog/97759913/detail.aspx";"https://basket-05.wb.ru/vol977/part97759/97759913/images/c246x328/1.jpg";30;2;"0,1";"5";5;1140;0;1200;16;957;0;766;-1;0;"0,1";"Китай";"";"2022-10-20";"2022-12-26";5;0;1;"4,59";60;"Автомобильные товары / Оплетки на руль";92;91;"0,23";130;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1464;0;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;12;13;13;13;13;13;13;13;13;11;11;10;10;10;10;10;10;10;10;10;14;14;14;14;14;14;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;732;684;684;684;684;1140;1140;1140;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;4;2;2;2;2;2;2;1;1
165757671;"Тканевая оплётка на руль автомобиля на резинке";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Автомастер КМВ";"ИП Вихарева И В";"черный, кораллово-красный";0;0;26;414;414;414;"414";414;5;2070;"12420";"69";"10350";"83,3333";"https://www.wildberries.ru/catalog/165757671/detail.aspx";"https://basket-12.wb.ru/vol1657/part165757/165757671/images/c246x328/1.jpg";5;4;"0,6";"5";66;414;0;1220;16;348;0;766;-1;0;"0,1667";"";"";"2023-06-21";"2023-06-26";4;0;1;"4,8";60;"Автомобильные товары / Оплетки на руль";92;91;"2,5";12;1;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;0;414;414;0;828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;414;23;32;16;21;8;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
134398586;"оплётка на руль";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"STEERING";"ИП Кондрашова О В";"красный, черный";0;0;7;955;1006;955;"1006";1006;2;2012;"3018";"67,0667";"1006";"33,3333";"https://www.wildberries.ru/catalog/134398586/detail.aspx";"https://basket-10.wb.ru/vol1343/part134398/134398586/images/c246x328/1.jpg";20;2;"0,05";"4";43;955;0;1677;16;802;0;766;-1;0;"0,0667";"";"";"2022-11-12";"2023-01-19";3;0;0;"4,4";47;"Автомобильные товары / Оплетки на руль";92;91;"2";15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006;0;0;0;0;0;0;0;1006;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;1006;955;5;1;2;1;2;2;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0
86822771;"Оплётка на руль кожаная для легкового автомобиля";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"TOLIMAN";"Toliman";"черный";0;0;4;1800;1800;1800;"1800";1800;1;1800;"0";"60";"0";"0";"https://www.wildberries.ru/catalog/86822771/detail.aspx";"https://basket-05.wb.ru/vol868/part86822/86822771/images/c246x328/1.jpg";0;1;"0";"5";40;1800;0;3000;16;1512;0;766;-1;0;"0,0333";"Китай";"";"2022-06-25";"2021-08-18";2;0;0;"4,2";49;"Автомобильные товары / Оплетки на руль";92;91;"0";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43616586;"Оплётка на руль Terry, чёрная (M) PSV";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автолайнс";"";0;0;0;1780;1780;1780;"1780";1780;1;1780;"10680";"59,3333";"8900";"83,3333";"https://www.wildberries.ru/catalog/43616586/detail.aspx";"https://basket-04.wb.ru/vol436/part43616/43616586/images/c246x328/1.jpg";5;1;"0";"0";0;1780;0;1780;16;1495;1;766;-1;0;"0,0333";"Китай";"";"2022-01-19";"1970-01-01";1;0;0;"0";16;"Автомобильные товары / Оплетки на руль";92;91;"2";15;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;1780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45324526;"Оплётка на руль PSV CONVEX Серый M";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Титан Авто";"";0;0;0;2163;2163;1646;"1646";1646;1;1646;"7054,2857";"54,8667";"5408,2857";"76,6667";"https://www.wildberries.ru/catalog/45324526/detail.aspx";"https://basket-04.wb.ru/vol453/part45324/45324526/images/c246x328/1.jpg";7;1;"0";"0";0;2163;0;2163;16;1816;1;766;-1;0;"0,0333";"";"";"2022-02-04";"1970-01-01";1;0;0;"0";6;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1646;1946;1946;1946;1946;1946;1946;1946;2163;2163;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
112001946;"Оплётка на руль Lada Granta 1";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"КАУЧУКРФ";"ИП Уточкина Яна Олеговна";"черный";0;98;9;1410;1500;1410;"1500";1500;1;1500;"15000";"50";"13500";"90";"https://www.wildberries.ru/catalog/112001946/detail.aspx";"https://basket-08.wb.ru/vol1120/part112001/112001946/images/c246x328/1.jpg";3;1;"0";"3";53;1410;0;3000;16;1184;1;766;-1;0;"0,0333";"Россия";"";"2022-07-15";"2022-10-10";3;0;0;"2,6";44;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1410;1410;1410;1410;1410;1410;1410;0;0;0;5;13;14;14;0;0;0;0;0;0;0;0;0;0;6;6;7;6;4;6;6;6;6;6;6;6;10
75370572;"Оплётка на руль BRAID Fiber";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО ПСВ Групп";"черный";0;50;25;1484;1484;1210;"1453";1290;1;1453;"43590";"48,4333";"42137";"96,6667";"https://www.wildberries.ru/catalog/75370572/detail.aspx";"https://basket-05.wb.ru/vol753/part75370/75370572/images/c246x328/1.jpg";1;1;"0";"5";3;1484;0;1530;16;1246;1;766;-1;0;"0,0333";"";"";"2022-04-20";"2022-08-14";5;0;0;"5";63;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1290;1290;1210;1210;1210;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1484;1453;1453;1453;1453;1453;1453;1484;1484;1484;1484;26;30;29;29;29;28;27;27;28;43;46;31;33;25;29;28;27;27;28;28;30;28;28;27;31;31;30;34;32;29
75370574;"Оплётка на руль BRAID Fiber";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО ПСВ Групп";"бежевый";0;0;25;1484;1484;1210;"1453";1290;1;1453;"7265";"48,4333";"5812";"80";"https://www.wildberries.ru/catalog/75370574/detail.aspx";"https://basket-05.wb.ru/vol753/part75370/75370574/images/c246x328/1.jpg";6;1;"0";"5";3;1484;0;1530;16;1246;1;766;-1;0;"0,0333";"Китай";"";"2022-04-20";"2022-08-14";5;0;0;"5";63;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1290;1290;1210;1210;1210;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1290;1484;1453;1453;1453;1453;1453;1453;1484;1484;1484;1484;20;19;19;19;21;16;0;16;17;20;21;18;18;20;20;29;27;25;24;24;24;18;0;0;0;0;0;0;0;0
