"SKU";"Name";"Category";"Brand";"Seller";"Color";"Balance";"Balance FBS";"Comments";"Final price";"Max price";"Min price";"Average price";"Median price";"Sales";"Revenue";"Revenue potential";"Revenue average";"Lost profit";"Lost profit percent";"URL";"Thumb";"Days in stock";"Days with sales";"Average if in stock";"Rating";"Basic Sale";"Basic Sale Price";"Promo Sale";"Base price";"SPP";"SPP Price";"FBS";"Subject ID";"Category Position";"Categories Last Count";"Sales Per Day Average";"Country";"Gender";"First Date";"First Comment Date";"Pics Count";"Has 3D";"Hax Video";"Comments Valuation";"Card Rating";"Subject";"Purchase";"Purchase After Return";"Turnover";"Turnover days";"26.07.2023 Sales";"27.07.2023 Sales";"28.07.2023 Sales";"29.07.2023 Sales";"30.07.2023 Sales";"31.07.2023 Sales";"01.08.2023 Sales";"02.08.2023 Sales";"03.08.2023 Sales";"04.08.2023 Sales";"05.08.2023 Sales";"06.08.2023 Sales";"07.08.2023 Sales";"08.08.2023 Sales";"09.08.2023 Sales";"10.08.2023 Sales";"11.08.2023 Sales";"12.08.2023 Sales";"13.08.2023 Sales";"14.08.2023 Sales";"15.08.2023 Sales";"16.08.2023 Sales";"17.08.2023 Sales";"18.08.2023 Sales";"19.08.2023 Sales";"20.08.2023 Sales";"21.08.2023 Sales";"22.08.2023 Sales";"23.08.2023 Sales";"24.08.2023 Sales";"26.07.2023 Revenue";"27.07.2023 Revenue";"28.07.2023 Revenue";"29.07.2023 Revenue";"30.07.2023 Revenue";"31.07.2023 Revenue";"01.08.2023 Revenue";"02.08.2023 Revenue";"03.08.2023 Revenue";"04.08.2023 Revenue";"05.08.2023 Revenue";"06.08.2023 Revenue";"07.08.2023 Revenue";"08.08.2023 Revenue";"09.08.2023 Revenue";"10.08.2023 Revenue";"11.08.2023 Revenue";"12.08.2023 Revenue";"13.08.2023 Revenue";"14.08.2023 Revenue";"15.08.2023 Revenue";"16.08.2023 Revenue";"17.08.2023 Revenue";"18.08.2023 Revenue";"19.08.2023 Revenue";"20.08.2023 Revenue";"21.08.2023 Revenue";"22.08.2023 Revenue";"23.08.2023 Revenue";"24.08.2023 Revenue";"26.07.2023 Stocks";"27.07.2023 Stocks";"28.07.2023 Stocks";"29.07.2023 Stocks";"30.07.2023 Stocks";"31.07.2023 Stocks";"01.08.2023 Stocks";"02.08.2023 Stocks";"03.08.2023 Stocks";"04.08.2023 Stocks";"05.08.2023 Stocks";"06.08.2023 Stocks";"07.08.2023 Stocks";"08.08.2023 Stocks";"09.08.2023 Stocks";"10.08.2023 Stocks";"11.08.2023 Stocks";"12.08.2023 Stocks";"13.08.2023 Stocks";"14.08.2023 Stocks";"15.08.2023 Stocks";"16.08.2023 Stocks";"17.08.2023 Stocks";"18.08.2023 Stocks";"19.08.2023 Stocks";"20.08.2023 Stocks";"21.08.2023 Stocks";"22.08.2023 Stocks";"23.08.2023 Stocks";"24.08.2023 Stocks";"26.07.2023 Price";"27.07.2023 Price";"28.07.2023 Price";"29.07.2023 Price";"30.07.2023 Price";"31.07.2023 Price";"01.08.2023 Price";"02.08.2023 Price";"03.08.2023 Price";"04.08.2023 Price";"05.08.2023 Price";"06.08.2023 Price";"07.08.2023 Price";"08.08.2023 Price";"09.08.2023 Price";"10.08.2023 Price";"11.08.2023 Price";"12.08.2023 Price";"13.08.2023 Price";"14.08.2023 Price";"15.08.2023 Price";"16.08.2023 Price";"17.08.2023 Price";"18.08.2023 Price";"19.08.2023 Price";"20.08.2023 Price";"21.08.2023 Price";"22.08.2023 Price";"23.08.2023 Price";"24.08.2023 Price";"26.07.2023 Queries";"27.07.2023 Queries";"28.07.2023 Queries";"29.07.2023 Queries";"30.07.2023 Queries";"31.07.2023 Queries";"01.08.2023 Queries";"02.08.2023 Queries";"03.08.2023 Queries";"04.08.2023 Queries";"05.08.2023 Queries";"06.08.2023 Queries";"07.08.2023 Queries";"08.08.2023 Queries";"09.08.2023 Queries";"10.08.2023 Queries";"11.08.2023 Queries";"12.08.2023 Queries";"13.08.2023 Queries";"14.08.2023 Queries";"15.08.2023 Queries";"16.08.2023 Queries";"17.08.2023 Queries";"18.08.2023 Queries";"19.08.2023 Queries";"20.08.2023 Queries";"21.08.2023 Queries";"22.08.2023 Queries";"23.08.2023 Queries";"24.08.2023 Queries"
75370371;"Оплётка на руль VEST (EXTRA) Fiber";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО ПСВ Групп";"серый";0;30;1;1076;1076;910;"0";970;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/75370371/detail.aspx";"https://basket-05.wb.ru/vol753/part75370/75370371/images/c246x328/1.jpg";0;0;"0";"5";3;1076;0;1110;16;904;1;766;-1;0;"0";"Китай";"";"2022-04-20";"2023-08-22";5;0;0;"5";53;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;970;970;910;910;910;970;970;970;970;970;970;970;970;970;970;970;970;970;970;1076;1054;1054;1054;1054;1054;1054;1076;1076;1076;1076;16;19;19;19;18;19;19;19;19;19;19;19;19;17;16;17;17;16;18;17;15;15;17;15;17;17;15;16;18;16
110920221;"Оплётка на руль PSV FACTOR Серый L";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автопартнер";"";0;2;0;1776;1816;1461;"0";1494;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/110920221/detail.aspx";"https://basket-07.wb.ru/vol1109/part110920/110920221/images/c246x328/1.jpg";0;0;"0";"0";10;1776;0;1974;16;1492;1;766;-1;0;"0";"";"";"2022-06-27";"1970-01-01";1;0;0;"0";0;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1494;1494;1494;1494;1494;1461;1461;1461;1461;1461;1461;1461;1461;1461;1461;1461;1575;1575;1510;1510;1510;1816;1816;1776;1776;1776;1776;1776;1776;1776;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18079731;"Оплётка на руль";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Lero";"ИП Погосян Левон Эдуардович";"";1;0;4;931;931;931;"0";931;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/18079731/detail.aspx";"https://basket-02.wb.ru/vol180/part18079/18079731/images/c246x328/1.jpg";30;0;"0";"4";76;931;0;3880;16;782;0;766;343;1;"0";"Китай";"";"2021-01-19";"2021-02-19";2;0;0;"3,8";39;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;931;1;1;1;1;1;1;1;1;1;1;14;45;44;1;1;1;1;1;1;1;1;1;42;42;22;1;33;33;44;42
43616571;"Оплётка на руль Factor Plus, серая (M) PSV";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автолайнс";"";1;1;0;760;760;760;"0";760;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/43616571/detail.aspx";"https://basket-04.wb.ru/vol436/part43616/43616571/images/c246x328/1.jpg";30;0;"0";"0";0;760;0;760;16;638;1;766;3019;1;"0";"Китай";"";"2021-10-10";"1970-01-01";1;0;0;"0";16;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45324591;"Оплётка на руль PSV PATTERN Fiber Черный M";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Титан Авто";"";0;1;0;2196;2441;1833;"0";1833;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/45324591/detail.aspx";"https://basket-04.wb.ru/vol453/part45324/45324591/images/c246x328/1.jpg";0;0;"0";"0";10;2196;0;2441;16;1845;1;766;-1;0;"0";"Китай";"";"2021-10-26";"1970-01-01";1;0;0;"0";0;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;1833;2196;2196;2196;2196;2196;2196;2196;2441;2196;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
169468461;"Оплётка на руль меховая";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PROFAUTO";"ИП Кузьмин В В";"";0;6;2;840;840;840;"0";840;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/169468461/detail.aspx";"https://basket-12.wb.ru/vol1694/part169468/169468461/images/c246x328/1.jpg";0;0;"0";"5";72;840;0;3000;16;705;1;766;-1;0;"0";"Китай";"";"2023-07-24";"1970-01-01";3;0;0;"5";53;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;840;43;38;32;31;32;32;33;30;34;19;16;22;16;16;16;29;31;29;29;29;31;30;28;16;16;19;27;28;27;28
45324652;"Оплётка на руль ALCA LUXUS (37-39 см)";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"ALCA";"ООО Титан Авто";"";0;1;0;1493;1659;1257;"0";1257;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/45324652/detail.aspx";"https://basket-04.wb.ru/vol453/part45324/45324652/images/c246x328/1.jpg";0;0;"0";"0";10;1493;0;1659;16;1254;1;766;-1;0;"0";"";"";"2021-10-26";"1970-01-01";2;0;0;"0";22;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1257;1493;1493;1493;1493;1493;1493;1493;1659;1493;0;0;2;2;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18079732;"Оплётка на руль";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Lero";"ИП Погосян Левон Эдуардович";"";1;0;4;1136;1136;1136;"0";1136;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/18079732/detail.aspx";"https://basket-02.wb.ru/vol180/part18079/18079732/images/c246x328/1.jpg";30;0;"0";"4";71;1136;0;3920;16;954;0;766;2771;1;"0";"Китай";"";"2021-01-19";"2021-02-19";2;0;0;"3,8";39;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1136;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
110920222;"Оплётка на руль PSV FACTOR PLUS (Черный) M";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автопартнер";"";0;0;0;1824;1824;1401;"0";1401;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/110920222/detail.aspx";"https://basket-07.wb.ru/vol1109/part110920/110920222/images/c246x328/1.jpg";0;0;"0";"0";3;1824;0;1881;16;1532;1;766;-1;0;"0";"";"";"2022-06-27";"1970-01-01";1;0;0;"0";0;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1401;1401;1401;1401;1401;1401;1401;1401;1401;1401;1401;1401;1401;1401;1401;1401;1510;1510;1510;1510;1510;1824;1824;1824;1824;1824;1824;1824;1824;1824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110920103;"Оплётка на руль PSV RACE PUMA Черный  XL";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автопартнер";"";0;1;0;2217;2266;1839;"0";1880;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/110920103/detail.aspx";"https://basket-07.wb.ru/vol1109/part110920/110920103/images/c246x328/1.jpg";0;0;"0";"0";10;2217;0;2464;16;1862;1;766;-1;0;"0";"";"";"2022-08-17";"1970-01-01";1;0;0;"0";0;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1880;1880;1880;1880;1880;1839;1839;1839;1839;1839;1839;1839;1839;1839;1839;1839;1982;1982;1941;1941;1941;2266;2266;2217;2217;2217;2217;2217;2217;2217;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
43490933;"Оплётка на руль AP-150 BK/RD (M) Autoprofi";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"Autoprofi";"ООО Автолайнс";"";1;0;0;1240;1240;1240;"0";1240;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/43490933/detail.aspx";"https://basket-04.wb.ru/vol434/part43490/43490933/images/c246x328/1.jpg";30;0;"0";"0";0;1240;0;1240;16;1041;0;766;2728;1;"0";"Россия";"";"2021-10-09";"1970-01-01";1;0;0;"0";16;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1240;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1
50959044;"Оплётка на руль Aspect, черная со вставками ""дерево"" (XL) PSV";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автолайнс";"";1;1;0;1900;1900;1560;"0";1900;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/50959044/detail.aspx";"https://basket-04.wb.ru/vol509/part50959/50959044/images/c246x328/1.jpg";19;0;"0";"0";0;1900;0;1900;16;1596;1;766;-1;0;"0";"Китай";"";"2021-12-06";"1970-01-01";1;0;0;"0";20;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1560;1560;1560;1560;1560;1560;1560;1560;1560;1560;1560;1560;1560;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;0;0;0;0;0;0;0;0;0;0;0;4;3;4;4;4;3;4;4;4;4;4;3;3;3;3;3;3;3;3
45324534;"Оплётка на руль PSV ARGENT Голд M";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Титан Авто";"";0;1;0;1869;2077;1552;"0";1552;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/45324534/detail.aspx";"https://basket-04.wb.ru/vol453/part45324/45324534/images/c246x328/1.jpg";0;0;"0";"0";10;1869;0;2077;16;1570;1;766;-1;0;"0";"";"";"2021-10-26";"1970-01-01";1;0;0;"0";16;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1552;1869;1869;1869;1869;1869;1869;1869;2077;1869;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
152174724;"Меховая оплётка на руль серая шерсть M 37-38-39 см";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"VALKYRIA";"ИП Шипилина";"серый";1;0;1;966;966;966;"0";966;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/152174724/detail.aspx";"https://basket-10.wb.ru/vol1521/part152174/152174724/images/c246x328/1.jpg";30;0;"0";"5";58;966;0;2300;16;811;1;766;2861;1;"0";"Россия";"";"2023-04-16";"1970-01-01";2;0;0;"5";52;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;966;14;12;12;12;13;12;13;16;11;16;18;17;15;13;14;13;13;13;16;17;9;10;13;16;17;16;19;17;22;27
110920224;"Оплётка на руль PSV FACTOR PLUS Черный S";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автопартнер";"";0;0;0;1468;1501;1236;"0";1264;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/110920224/detail.aspx";"https://basket-07.wb.ru/vol1109/part110920/110920224/images/c246x328/1.jpg";0;0;"0";"0";10;1468;0;1632;16;1233;1;766;-1;0;"0";"";"";"2022-06-27";"1970-01-01";1;0;0;"0";0;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1264;1264;1264;1264;1264;1236;1236;1236;1236;1236;1236;1236;1236;1236;1236;1236;1332;1332;1277;1277;1277;1501;1501;1468;1468;1468;1468;1468;1468;1468;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0
134398584;"оплётка на руль";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"STEERING";"ИП Кондрашова О В";"синий, черный";12;0;7;1173;1380;1173;"0";1380;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/134398584/detail.aspx";"https://basket-10.wb.ru/vol1343/part134398/134398584/images/c246x328/1.jpg";30;0;"0";"4";49;1173;0;2300;16;985;0;766;1847;1;"0";"";"";"2022-11-12";"2023-01-19";3;0;0;"4,4";47;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1380;1173;4;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;4;4;2;2;3;2;2;4
110920135;"Оплётка на руль  PSV STRAP Fiber Черный М";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автопартнер";"";0;1;0;2285;2335;1908;"0";1972;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/110920135/detail.aspx";"https://basket-07.wb.ru/vol1109/part110920/110920135/images/c246x328/1.jpg";0;0;"0";"0";10;2285;0;2539;16;1919;1;766;-1;0;"0";"";"";"2022-06-27";"1970-01-01";1;0;0;"0";0;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1972;1972;1972;1972;1972;1908;1908;1908;1908;1908;1908;1908;1908;1908;1908;1908;2057;2057;2014;2014;2014;2335;2335;2285;2285;2285;2285;2285;2285;2285;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67520215;"Оплётка на руль Aspect, черная со вставками ""дерево"" (L) PSV";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Альтербит Софт";"";0;1;0;1660;1660;1660;"0";1660;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/67520215/detail.aspx";"https://basket-04.wb.ru/vol675/part67520/67520215/images/c246x328/1.jpg";0;0;"0";"0";0;1660;0;1660;16;1394;1;766;-1;0;"0";"Китай";"";"2022-12-14";"1970-01-01";1;0;0;"0";13;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;1660;5;8;8;4;7;7;7;7;7;7;7;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
110920108;"Оплётка на руль PSV VEST Fiber Черный M";"Автотовары/Аксессуары в салон и багажник/Чехлы и накидки";"PSV";"ООО Автопартнер";"";0;0;0;2275;2275;1732;"0";1790;0;0;"0";"0";"0";"0";"https://www.wildberries.ru/catalog/110920108/detail.aspx";"https://basket-07.wb.ru/vol1109/part110920/110920108/images/c246x328/1.jpg";0;0;"0";"0";0;2275;0;2275;16;1911;1;766;-1;0;"0";"";"";"2022-06-27";"1970-01-01";1;0;0;"0";0;"Автомобильные товары / Оплетки на руль";92;91;"0";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1790;1790;1790;1790;1790;1732;1732;1732;1732;1732;1732;1732;1732;1732;1732;1732;1867;1867;1790;1790;2115;2093;2093;2275;2275;2275;2275;2275;2275;2275;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
