"SKU";"Название";"Бренд";"Продавец";"Категория";"Схема";"Наличие";"Коммент.";"Рейтинг";"Цена";"Мин. цена";"Макс. цена";"Ср . цена";"Цена с Ozon картой";"Продаж";"Выручка (30 дней)";"Средняя дневная выручка";"Потенциал";"Упущенная выручка";"Упущенная выручка %";"Был в наличии";"Дней с продажами";"Среднее при наличии";"Фото";"Url";"Среднее число продаж";"Позиция в категории";"Цена до скидки";"Медиан. цена";"Продажи 2023-07-26";"Продажи 2023-07-27";"Продажи 2023-07-28";"Продажи 2023-07-29";"Продажи 2023-07-30";"Продажи 2023-07-31";"Продажи 2023-08-01";"Продажи 2023-08-02";"Продажи 2023-08-03";"Продажи 2023-08-04";"Продажи 2023-08-05";"Продажи 2023-08-06";"Продажи 2023-08-07";"Продажи 2023-08-08";"Продажи 2023-08-09";"Продажи 2023-08-10";"Продажи 2023-08-11";"Продажи 2023-08-12";"Продажи 2023-08-13";"Продажи 2023-08-14";"Продажи 2023-08-15";"Продажи 2023-08-16";"Продажи 2023-08-17";"Продажи 2023-08-18";"Продажи 2023-08-19";"Продажи 2023-08-20";"Продажи 2023-08-21";"Продажи 2023-08-22";"Продажи 2023-08-23";"Продажи 2023-08-24";"Выручка 2023-07-26";"Выручка 2023-07-27";"Выручка 2023-07-28";"Выручка 2023-07-29";"Выручка 2023-07-30";"Выручка 2023-07-31";"Выручка 2023-08-01";"Выручка 2023-08-02";"Выручка 2023-08-03";"Выручка 2023-08-04";"Выручка 2023-08-05";"Выручка 2023-08-06";"Выручка 2023-08-07";"Выручка 2023-08-08";"Выручка 2023-08-09";"Выручка 2023-08-10";"Выручка 2023-08-11";"Выручка 2023-08-12";"Выручка 2023-08-13";"Выручка 2023-08-14";"Выручка 2023-08-15";"Выручка 2023-08-16";"Выручка 2023-08-17";"Выручка 2023-08-18";"Выручка 2023-08-19";"Выручка 2023-08-20";"Выручка 2023-08-21";"Выручка 2023-08-22";"Выручка 2023-08-23";"Выручка 2023-08-24";"Цена 2023-07-26";"Цена 2023-07-27";"Цена 2023-07-28";"Цена 2023-07-29";"Цена 2023-07-30";"Цена 2023-07-31";"Цена 2023-08-01";"Цена 2023-08-02";"Цена 2023-08-03";"Цена 2023-08-04";"Цена 2023-08-05";"Цена 2023-08-06";"Цена 2023-08-07";"Цена 2023-08-08";"Цена 2023-08-09";"Цена 2023-08-10";"Цена 2023-08-11";"Цена 2023-08-12";"Цена 2023-08-13";"Цена 2023-08-14";"Цена 2023-08-15";"Цена 2023-08-16";"Цена 2023-08-17";"Цена 2023-08-18";"Цена 2023-08-19";"Цена 2023-08-20";"Цена 2023-08-21";"Цена 2023-08-22";"Цена 2023-08-23";"Цена 2023-08-24";"Запросы 2023-07-26";"Запросы 2023-07-27";"Запросы 2023-07-28";"Запросы 2023-07-29";"Запросы 2023-07-30";"Запросы 2023-07-31";"Запросы 2023-08-01";"Запросы 2023-08-02";"Запросы 2023-08-03";"Запросы 2023-08-04";"Запросы 2023-08-05";"Запросы 2023-08-06";"Запросы 2023-08-07";"Запросы 2023-08-08";"Запросы 2023-08-09";"Запросы 2023-08-10";"Запросы 2023-08-11";"Запросы 2023-08-12";"Запросы 2023-08-13";"Запросы 2023-08-14";"Запросы 2023-08-15";"Запросы 2023-08-16";"Запросы 2023-08-17";"Запросы 2023-08-18";"Запросы 2023-08-19";"Запросы 2023-08-20";"Запросы 2023-08-21";"Запросы 2023-08-22";"Запросы 2023-08-23";"Запросы 2023-08-24";"Остатки 2023-07-26";"Остатки 2023-07-27";"Остатки 2023-07-28";"Остатки 2023-07-29";"Остатки 2023-07-30";"Остатки 2023-07-31";"Остатки 2023-08-01";"Остатки 2023-08-02";"Остатки 2023-08-03";"Остатки 2023-08-04";"Остатки 2023-08-05";"Остатки 2023-08-06";"Остатки 2023-08-07";"Остатки 2023-08-08";"Остатки 2023-08-09";"Остатки 2023-08-10";"Остатки 2023-08-11";"Остатки 2023-08-12";"Остатки 2023-08-13";"Остатки 2023-08-14";"Остатки 2023-08-15";"Остатки 2023-08-16";"Остатки 2023-08-17";"Остатки 2023-08-18";"Остатки 2023-08-19";"Остатки 2023-08-20";"Остатки 2023-08-21";"Остатки 2023-08-22";"Остатки 2023-08-23";"Остатки 2023-08-24"
842109458;"Оплётка на руль женская со стразами Королева, диаметр 38 см, бежевая";"";"Vktrace";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";11;7;"5";1013;947;1021;"957";975;1;957;"31,9";"957";"0";"0";30;1;"0,0333";"https://cdn1.ozone.ru/s3/multimedia-j/6549268687.jpg";"https://www.ozon.ru/context/detail/id/842109458";"0,0333";0;1849;966.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;957;0;0;0;0;0;0;0;0;0;0;992;1021;1021;1021;1021;1021;1006;951;954;964;973;973;973;969;957;954;956;957;957;957;954;974;974;988;947;947;947;961;962;1013;25;22;22;21;23;14;15;23;25;26;26;28;27;23;24;21;22;19;17;17;20;24;25;23;22;20;19;19;22;17;13;13;13;13;13;13;13;12;12;12;12;12;12;12;12;12;12;12;12;11;11;11;11;11;11;11;11;11;11;11
177448621;"Оплётка на руль для грузовых автомобилей SCANIA, 46-48 см, экокожа";"AT";"АвтоТрейд";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Принадлежности для гигиены";"FBO";0;25;"4,64";669;629;669;"nan";656;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-b/6082506863.jpg";"https://www.ozon.ru/context/detail/id/177448621";"0";0;956;649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;629;629;629;629;629;629;629;629;629;629;629;629;629;629;629;669;669;669;669;669;669;669;669;669;669;669;669;669;669;669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177448194;"Оплётка на руль для грузовых автомобилей SCANIA, 46-48 см, экокожа";"AT";"АвтоТрейд";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;13;"4,92";1109;1109;1109;"nan";1109;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-3/6011009523.jpg";"https://www.ozon.ru/context/detail/id/177448194";"0";0;1707;1109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;1109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
177448193;"Оплётка на руль для грузовых автомобилей DAF, MAN, Mercedes, Volvo, Iveco, Renault, 44-46 см, экокожа";"AT";"АвтоТрейд";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;50;"4,32";629;589;629;"nan";616;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-l/6082506837.jpg";"https://www.ozon.ru/context/detail/id/177448193";"0";0;899;609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;589;589;589;589;589;589;589;589;589;589;589;589;589;589;589;629;629;629;629;629;629;629;629;629;629;629;629;629;629;629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
941536352;"Оплётка на руль автомобиля Autoboost, размер М 37-39 см кожа черная гладкая, шнуровка черная";"Autoboost";"Autoboost";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";37;156;"4,77";600;574;613;"592,5918";578;49;29037;"967,9";"33504,2308";"4467,24";"13,34";26;24;"1,7692";"https://cdn1.ozone.ru/s3/multimedia-8/6625719764.jpg";"https://www.ozon.ru/context/detail/id/941536352";"1,6333";0;1200;592;1;1;2;1;1;2;2;3;1;0;0;3;3;2;1;1;1;2;3;4;3;0;0;0;0;4;3;2;1;2;581;589;1174;592;592;1184;1162;1767;589;0;0;1839;1770;1166;583;584;574;1148;1722;2336;1818;0;0;0;0;2424;1818;1216;609;1200;581;589;587;592;592;592;581;589;589;597;613;613;590;583;583;584;574;574;574;584;606;607;607;607;606;606;606;608;609;600;43;54;47;40;49;28;61;62;64;53;43;45;54;51;56;52;41;41;38;33;8;0;0;35;51;67;76;65;76;80;36;35;33;32;31;29;27;24;23;23;23;20;17;15;14;13;12;10;7;3;0;0;0;0;7;19;26;40;39;37
896910491;"Оплётка на руль автомобиля Autoboost, размер М 37-39 см кожа черная гладкая, шнуровка красная";"Autoboost";"Autoboost";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";50;156;"4,77";600;574;613;"592,7692";578;39;23118;"770,6";"23118";"0";"0";30;19;"1,3";"https://cdn1.ozone.ru/s3/multimedia-i/6625702242.jpg";"https://www.ozon.ru/context/detail/id/896910491";"1,3";0;1200;592;0;1;1;2;1;0;0;0;0;2;1;0;1;2;0;0;4;5;1;1;2;6;3;1;0;0;1;1;0;3;0;589;587;1184;592;0;0;0;0;1194;613;0;613;1180;0;0;2296;2870;574;574;1168;3642;1821;607;0;0;606;608;0;1800;581;589;587;592;592;592;581;580;589;597;613;613;613;590;583;584;574;574;574;574;584;607;607;607;606;606;606;608;609;600;26;27;28;31;31;15;35;32;59;56;48;47;63;60;64;64;65;48;55;56;48;70;107;77;76;69;68;69;64;59;68;67;66;64;63;63;63;62;62;60;59;59;58;56;56;56;52;49;48;47;45;39;36;40;40;45;49;53;53;50
941536701;"Оплётка на руль автомобиля Autoboost, размер М 37,38,39 см кожа черная перфорированная, шнуровка черная";"Autoboost";"Autoboost";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";35;156;"4,77";600;574;613;"597,381";578;21;12545;"418,1667";"12545";"0";"0";30;13;"0,7";"https://cdn1.ozone.ru/s3/multimedia-b/6625721711.jpg";"https://www.ozon.ru/context/detail/id/941536701";"0,7";0;1200;592;2;1;0;0;0;1;0;0;1;0;1;0;0;0;2;1;0;0;0;1;0;0;1;4;4;0;0;1;1;0;1162;589;0;0;0;592;0;0;589;0;613;0;0;0;1166;584;0;0;0;574;0;0;607;2428;2424;0;0;608;609;0;581;589;587;592;592;592;581;580;589;597;613;613;613;590;583;584;574;574;574;574;584;606;607;607;606;606;606;608;609;600;25;31;34;34;31;14;36;36;71;77;50;61;72;71;86;64;59;62;52;54;63;58;130;99;87;91;94;83;66;43;19;18;18;18;18;17;17;17;16;16;15;15;15;15;13;13;13;13;13;13;13;13;12;8;10;30;30;36;35;35
711541590;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная с черной нитью / Размер М 37,38,39 см";"Тапир";"Тапир";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;6;"4,33";850;850;850;"nan";850;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-0/6415842300.jpg";"https://www.ozon.ru/context/detail/id/711541590";"0";0;1990;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
710651362;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная с черной нитью / 37,38,39 см";"LION AUTO";"LION AUTO";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;8;"4,38";850;850;850;"nan";850;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-0/6415842300.jpg";"https://www.ozon.ru/context/detail/id/710651362";"0";0;1990;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
711576425;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная с синей нитью / 37,38,39 см";"Тапир";"Тапир";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";1;6;"4,33";613;587;644;"nan";589;0;0;"0";"0";"0";"0";30;0;"0";"https://cdn1.ozone.ru/s3/multimedia-r/6415844595.jpg";"https://www.ozon.ru/context/detail/id/711576425";"0";0;1990;617.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588;588;587;587;587;587;613;612;612;622;635;635;635;634;635;635;635;635;635;635;644;625;625;625;613;613;613;613;613;613;1;1;0;1;1;1;1;2;1;1;1;2;1;3;4;2;3;1;2;2;0;2;3;3;3;2;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
710670541;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная с синей нитью / 37,38,39 см";"LION AUTO";"LION AUTO";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;8;"4,38";850;850;850;"nan";850;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-r/6415844595.jpg";"https://www.ozon.ru/context/detail/id/710670541";"0";0;1990;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
711575249;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная с серой нитью / 37,38,39 см";"Тапир";"Тапир";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;6;"4,33";613;588;644;"627";589;1;627;"20,9";"9405";"8778";"93,34";2;1;"0";"https://cdn1.ozone.ru/s3/multimedia-j/6415844011.jpg";"https://www.ozon.ru/context/detail/id/711575249";"0,0333";0;1990;626;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;588;588;627;629;629;629;615;616;612;622;635;635;635;634;635;635;635;635;635;635;644;625;625;625;613;613;613;613;613;613;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
710666244;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная с серой нитью / 37,38,39 см";"LION AUTO";"LION AUTO";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;8;"4,38";850;850;850;"nan";850;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-j/6415844011.jpg";"https://www.ozon.ru/context/detail/id/710666244";"0";0;1990;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
711577767;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная с красной нитью / 37,38,39 см";"Тапир";"Тапир";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";2;6;"4,33";591;577;622;"578";568;1;578;"19,2667";"578";"0";"0";30;1;"0,0333";"https://cdn1.ozone.ru/s3/multimedia-w/6415845212.jpg";"https://www.ozon.ru/context/detail/id/711577767";"0,0333";0;1990;596.5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;578;578;577;577;577;577;592;591;590;601;613;613;613;612;613;613;613;613;613;613;622;603;602;603;591;591;591;591;591;591;6;8;7;8;5;4;3;1;4;2;4;4;4;4;2;1;2;1;1;0;0;3;2;4;4;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
710672833;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная с красной нитью / 37,38,39 см";"LION AUTO";"LION AUTO";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";1;8;"4,38";605;604;636;"605";582;1;605;"20,1667";"605";"0";"0";30;1;"0,0333";"https://cdn1.ozone.ru/s3/multimedia-w/6415845212.jpg";"https://www.ozon.ru/context/detail/id/710672833";"0,0333";0;1990;612.5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604;605;605;605;605;605;612;612;612;613;626;626;626;626;627;626;627;626;626;626;636;617;617;617;605;605;605;605;606;605;4;4;2;2;3;2;1;2;5;5;4;6;2;3;3;3;5;2;2;1;1;4;3;6;6;4;3;3;3;4;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
711615321;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная перфорированная с черной нитью / 37,38,39 см";"Тапир";"Тапир";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";2;12;"5";614;595;645;"614";590;1;614;"20,4667";"614";"0";"0";30;1;"0,0333";"https://cdn1.ozone.ru/s3/multimedia-7/6415845691.jpg";"https://www.ozon.ru/context/detail/id/711615321";"0,0333";0;1990;618.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;614;0;0;0;0;596;596;595;595;595;595;614;613;612;623;636;636;636;635;636;636;636;636;636;636;645;626;626;626;614;614;614;614;614;614;4;4;3;4;5;3;4;4;1;2;3;3;2;3;1;2;2;2;2;2;2;3;3;3;4;3;2;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2
711540206;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная перфорированная с черной нитью / 37,38,39 см";"LION AUTO";"LION AUTO";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";1;9;"5";605;604;636;"nan";582;0;0;"0";"0";"0";"0";30;0;"0";"https://cdn1.ozone.ru/s3/multimedia-7/6415845691.jpg";"https://www.ozon.ru/context/detail/id/711540206";"0";0;1990;612.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604;605;605;605;605;605;612;612;612;613;626;626;626;626;627;626;627;626;626;626;636;617;617;617;605;605;605;605;606;605;9;9;8;7;8;5;5;4;5;7;8;5;3;5;6;3;6;5;6;4;3;6;7;8;7;6;5;4;5;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
711636963;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная перфорированная с синей нитью / 37,38,39 см";"Тапир";"Тапир";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";1;12;"5";636;595;668;"nan";612;0;0;"0";"0";"0";"0";30;0;"0";"https://cdn1.ozone.ru/s3/multimedia-q/6415846250.jpg";"https://www.ozon.ru/context/detail/id/711636963";"0";0;1990;646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;596;596;595;595;595;595;639;638;643;655;658;658;658;657;657;657;657;657;657;657;668;656;649;649;636;636;636;637;637;636;4;5;3;7;6;4;5;4;6;4;3;3;2;3;2;3;3;3;3;2;0;2;4;4;4;3;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
711544829;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная перфорированная с синей нитью / 37,38,39 см";"LION AUTO";"LION AUTO";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;9;"5";850;850;850;"nan";850;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-q/6415846250.jpg";"https://www.ozon.ru/context/detail/id/711544829";"0";0;1990;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
711753731;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная перфорированная с серой нитью / 37,38,39 см";"Тапир";"Тапир";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;12;"5";614;595;768;"768";590;1;768;"25,6";"2304";"1536";"66,67";10;1;"0";"https://cdn1.ozone.ru/s3/multimedia-a/6415845982.jpg";"https://www.ozon.ru/context/detail/id/711753731";"0,0333";0;1990;614;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;596;596;595;595;595;595;614;613;612;623;768;768;768;738;739;738;738;738;738;738;602;626;626;626;614;614;614;614;614;614;4;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
711543802;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная перфорированная с серой нитью / 37,38,39 см";"LION AUTO";"LION AUTO";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;9;"5";605;604;636;"628";582;2;1256;"41,8667";"12560";"11304";"90";3;1;"0";"https://cdn1.ozone.ru/s3/multimedia-a/6415845982.jpg";"https://www.ozon.ru/context/detail/id/711543802";"0,0667";0;1990;617;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;604;605;605;628;628;628;613;613;612;613;626;626;626;626;627;626;627;626;626;626;636;617;617;617;605;605;605;605;606;605;5;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
711636350;"Оплётка на руль автомобиля / чехол для руля автомобиля со шнуровкой / черная перфорированная с красной нитью / 37,38,39 см";"Тапир";"Тапир";"Автотовары/Автоаксессуары и принадлежности/Интерьер автомобиля/Оплетки и ручки на руль";"FBO";0;12;"5";850;595;850;"nan";850;0;0;"0";"0";"0";"0";0;0;"nan";"https://cdn1.ozone.ru/s3/multimedia-1/6415846549.jpg";"https://www.ozon.ru/context/detail/id/711636350";"0";0;1990;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;596;596;595;595;595;595;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
